148900	577400	515800
147500	610400	266800
158300	660500	1200900
155700	589800	503300
244000	4295900	268800
181800	896600	285100
157300	6506800	334200
157500	758400	273400
162700	730200	307300
154800	604000	300000
160900	692300	277400
222700	740300	283200
548700	935700	281200
162100	626100	376800
164700	665700	284000
222000	807100	371000
251300	928100	308000
161300	992500	288500
166400	857800	290500
178000	661100	436800
1660400	851800	293300
186100	646600	294500
166400	2046300	306000
720600	764500	300400
229800	819500	2341600
171200	832000	301200
177000	911900	302200
432100	1634700	598800
355600	4872900	305300
201400	2522300	1207200
176900	996000	416400
304200	3443400	311900
176300	1937000	313000
175300	671800	315100
169500	711300	340100
180600	1100000	318900
187000	5239100	318400
504100	703000	705700
185800	778500	363000
191600	713600	329800
178100	962200	607200
721600	2411600	413100
178500	1066800	331800
190900	750400	331100
178900	766100	458900
179300	705400	332300
196100	3206200	2554400
199200	815100	335900
186500	712100	339300
484400	2820100	344500
184700	5678700	341400
294900	837700	355600
195400	732600	347700
347100	1151200	363900
193100	844100	350300
194700	730800	352300
207800	789200	634300
196400	871100	1627800
195900	1060900	1039500
507300	1173000	13758300
197400	4091200	1757600
402200	2389700	3382300
221800	1538200	401200
214400	1019600	441700
203100	897100	4257300
242800	1005800	1347100
2904300	7043800	2011300
202800	1110500	2329800
1545400	5389300	485800
223800	873100	378600
249400	1394600	967500
317000	802800	450600
207800	946700	421200
211200	1368200	473000
223200	1032300	383100
222300	936600	387000
248300	2665700	1169400
217900	797500	1534700
214800	3238000	392600
313500	1816100	712600
229300	4582000	771300
235800	2689300	398700
235300	1747100	397700
219400	978500	1510000
284900	948600	418300
263000	1467900	416700
222800	875300	424200
395400	1505300	1640000
590100	8196900	1458700
232400	1697100	434500
820700	1774300	561300
5942300	1150500	416400
242200	1150500	444000
1314700	1223600	597300
468600	5711300	4223600
2859700	1552500	1218600
1038600	7550100	799000
248700	1099000	843800
243300	1542900	430800
248700	894700	447200
231500	951500	1700300
446000	1473900	438800
255000	2494600	774000
272300	940400	438600
247100	962000	445200
341500	1300900	473000
270000	6685600	510900
277400	969600	449400
244600	920800	449200
244900	958500	497100
243400	923600	481200
262100	975500	775400
245100	1772300	501500
259300	1034100	457600
289500	997700	5493200
295500	3548100	2157100
268000	1831900	472500
250000	1198700	619100
253200	901500	472800
306700	989900	13190700
267000	1400100	473000
266900	1470600	3632100
256300	4397300	7132200
272100	1296600	1029600
289900	1068200	483600
446000	1111800	483800
325000	3041600	1119200
276700	1316900	544200
283800	1057200	592800
275100	2160200	570500
828200	1690300	636600
280200	1378200	500700
310600	1292500	4405100
615000	1331600	716400
280200	1069600	697500
266500	1749800	653400
495600	1884600	570400
326200	2130500	608300
290500	1232200	5149600
760600	1222400	797500
306700	1345300	533600
702600	5014800	662200
1019200	1541100	593500
306600	2133100	1057800
290000	3453400	590400
297000	1401100	523700
317800	1133600	529800
301700	2664600	528400
299500	1137700	531900
295500	1121400	534800
307700	1078600	538000
371300	2781700	537000
1587300	1217400	551600
303000	1310200	619400
320700	1301200	1000400
412300	1647900	594000
330500	1148000	554800
352700	1258700	556200
283300	9965600	551200
303900	1211700	566100
314500	1658200	562800
329000	1579600	584300
308800	1201600	649400
290300	1256000	565200
292200	1177200	574100
482700	1328600	573800
387000	1390300	576300
359500	1360200	586300
9101400	5772300	665900
324500	1729700	1090500
342500	1828100	769000
331200	5107100	5114200
326600	1443400	959800
362700	1413200	590300
422500	1196800	681400
329500	1255600	593500
339200	1541300	4634100
443000	1365100	666500
325000	1208900	597600
346700	3551700	601700
340000	1275700	611600
551500	1609700	606900
339100	1451700	604300
324300	2942700	1148800
370900	1305300	614000
520100	1716100	617100
325800	1234600	1789700
725900	1243600	649400
347500	1261200	628500
372200	1459300	642600
338200	1926000	628000
523000	1280800	649800
364100	1339400	630500
696100	1347700	636800
342000	3765900	763700
351900	7844900	5114000
404800	1499800	1672800
373200	1543000	661600
366100	2202400	1544400
654900	1521900	697000
2944100	1360600	652700
2289600	2580800	653400
384800	1327500	666100
348700	1373800	742900
559400	2156600	670900
392100	1605100	666300
375200	1404200	661200
389600	2226400	698600
496800	1695400	698000
388700	1399500	674800
691800	1688800	677800
379500	3526000	690100
368400	1690000	683400
390900	2845800	1172000
512300	3232600	722100
373900	3688300	677800
439800	1440000	709900
482900	1958100	696400
398900	1366500	691700
404600	1914500	697900
381800	2230100	700500
393900	1564400	699600
390800	1525200	817700
404600	3224600	1328400
468700	1496500	710900
374800	2225800	1039300
376500	1486600	1115900
506500	1543200	726300
457700	1647100	743400
422600	1628100	723600
418600	2222400	1319400
425500	1626000	729800
463300	1728500	727600
415200	3936800	759400
424100	1814400	840000
410200	3707900	918100
452800	1785200	1422500
417400	1740500	809000
452500	6096200	758100
437700	1955700	756700
425500	2797500	836900
422200	1703400	749700
528700	1687700	760200
432200	1784100	1549200
429000	1631700	752500
426100	1581700	763400
419600	1573800	752400
445700	2968400	764200
413100	1531100	763700
401400	1565900	772100
432600	1979100	765700
542800	1573000	765300
422400	1552600	765400
429900	1594600	772400
559200	1892000	774500
434000	1758000	783700
424000	1591000	780100
444000	2024600	1398000
448800	1707400	809400
605500	1713800	786400
440000	1636600	806000
442000	1591700	792200
524000	1681700	796500
547400	1662900	796300
442800	2690700	800400
432800	1648700	958900
433400	1659400	946300
511200	2405200	814800
449100	1631500	830600
430000	1783000	814300
449000	2955600	945400
481100	1922100	836600
473800	2128100	827400
484700	4016100	952100
453600	1936000	905500
457300	1910000	959500
1210400	2329100	864900
471100	2026200	909400
496400	1990000	1701600
481500	1993800	1161700
507400	1883300	844100
478600	2659700	1417700
476400	1771900	853600
466500	1910400	865300
474300	3034500	888200
456500	1769200	873200
479100	1769700	996500
465500	2121400	864200
482600	1813100	862400
462700	1732200	868600
482800	2393700	877800
485400	1920600	895700
511300	1915000	898000
672800	2855300	1368400
480900	1784000	885700
499700	1892300	1107000
483400	2968000	906100
487700	2168800	912900
488100	2245000	916900
2939100	1914900	938600
575100	1793400	902000
503100	3540800	1182500
495600	1870700	928900
509000	2252100	919300
510300	1845800	921000
514700	1888400	944500
492000	1816400	1833100
492400	1883600	913500
690900	1911900	917800
499600	2067900	1467600
534000	2044500	944900
503200	1947500	942800
562500	2500900	941800
507800	2247400	937000
521400	1953200	939300
525500	4366400	959000
714300	2068600	1607500
533600	2629800	955100
539100	1989500	946000
574400	2070400	950900
530300	2948700	951800
549200	1893200	982200
533600	2084800	1084900
818300	2019300	962100
536700	2100500	962300
526600	2024000	964200
515800	1916900	967700
544600	2002900	973700
542900	2046800	1322600
629100	2217900	1039300
557100	2149200	1183500
528500	3546600	1266200
536600	2239200	1034500
536500	6005900	1002600
546500	2198500	1008100
539200	2107000	1203500
566500	2629800	1159200
601200	2580200	1135000
911000	2072500	1003500
529700	2023300	1006600
551400	1977200	1153900
563300	2138000	1072900
604000	2145200	1040600
581600	3214900	1045000
562000	2109400	1034800
579100	2031400	1027100
611300	2158000	1150400
569900	2167200	1027600
592500	2176500	1414500
592400	2100700	1035600
572500	2125800	1038000
599500	2257500	1054200
592700	2604900	1050400
876100	2091100	1045600
602200	2193700	1054000
587500	2183600	1052000
576200	2842000	1056400
606200	2213600	1096000
591100	2123100	1060000
614000	2180400	1062800
595000	2287000	1067200
589900	2623900	1071400
573100	2161800	1073100
582600	2395200	1075000
723400	2213400	1077300
580400	2413800	1178500
594300	2604700	1160100
710800	2591300	1230900
677700	2388400	1509300
647700	2287100	1131600
699700	2290400	1264400
607000	3747300	1101100
605100	2249600	1125700
632900	2821300	1180300
679000	2356300	1240000
631900	2454200	1110200
733900	2261900	1117500
598200	2364700	1116600
624000	2835700	1124000
627600	2323200	1192800
617600	2357800	1618300
738300	2268200	1281000
652900	2360000	1141900
784100	2391100	1221600
625800	2478200	1204400
759700	2820800	1140400
607400	2254300	1143100
609200	2697200	1807800
659000	3369600	1172100
846000	2546100	2684200
671000	2781400	1421500
673500	2693600	2843200
655000	2765500	1178700
695500	3481900	1364400
851200	2899400	1185600
1302400	3272000	1345200
657400	3094000	1198000
692000	6222100	1284600
654900	3305100	1230400
2095800	4458500	1711100
668700	2876200	5212300
679200	2631700	1240200
674700	4226600	5636700
805900	5472400	2255500
799100	3326500	1328700
706400	3240200	1317900
709700	3256800	2573700
1075800	3002600	1310700
696200	3472100	1287600
681100	2830500	1263100
837400	7296200	1324100
728300	3290700	2438300
706300	4341500	1389200
739500	7427000	2679200
688800	2993300	1267600
897800	3094800	1326700
703400	3585000	1525600
910500	2770900	1313000
1126200	6913400	1716500
756400	8733200	1437700
2629100	5586400	1652300
931900	3246300	2892900
888500	2738400	1340000
727000	9625400	1851800
757600	5337900	2197500
1130800	4711100	2795900
744800	4679200	1413600
3422500	4044300	1481900
2079000	6151100	1746400
776800	6036700	1995100
830600	3445900	1353000
5029400	5714000	1571600
930500	3489700	1376100
700900	3278000	2161700
700500	3164400	1396100
754400	5646500	1534600
715900	3049700	1363300
1084900	2950800	1311000
759800	2919000	1567500
1958400	2880800	1385500
751300	3200500	1567900
786900	2917400	1452400
729700	4085100	1701300
733000	3138100	1438700
917000	3967500	1679300
861400	3439100	1435800
1041100	3100100	1424400
711700	2980100	3362500
820800	2983700	1447300
799500	3543600	1473500
733800	3258100	1456300
3156600	2874300	1473500
731400	3175600	1368100
784100	3039400	1363800
738200	2831800	1887700
785000	2991500	1375100
764200	2767400	2392500
759400	2746000	1568700
758800	2833400	1587100
716300	2799700	1385100
1116500	2867800	1709100
775700	2853600	1391500
782700	3908500	1565100
748400	2773900	1401200
759100	3284400	1500200
801300	2948100	1404100
764700	3778300	1443600
792600	2934100	1416500
756800	3146900	1417400
783200	3082700	1425800
780000	3514000	1424400
790100	2848600	1771100
961900	3448500	1527600
822300	2950700	1592200
829100	3075400	1478200
795500	3146000	4107300
1044200	3643100	1994400
2817600	3841500	1575100
812400	3818500	1768200
792900	3207200	1456700
785500	3625300	1460300
991800	3482300	1480200
845600	3950500	1499200
823600	3331700	2527700
803500	4823600	1671700
1624100	3632400	1625500
869500	3235500	2494900
984200	3413100	1502400
829700	4272100	1521700
839400	2915800	3235400
814500	3337900	1659400
898400	3822900	1546100
844600	3127600	1597300
867700	3860600	1532600
835400	3354100	1679100
936000	3192500	1512100
848200	3121900	2054000
853900	3096600	1518100
841600	3832200	1541900
857700	3053400	1525000
822600	4665600	1528400
913500	3558600	1563400
1468000	3661100	1829400
891300	3493900	1625000
875000	3935600	1692200
881600	3530000	1853800
887600	3927000	1570300
865400	3197600	4074800
951900	3700500	1726300
883100	5103000	1563600
877200	3249900	1823100
994100	3361000	2239900
932700	5437100	1788400
873900	3329200	1582300
884900	3141600	1582500
951000	5155000	1594500
867200	3246700	1589600
868500	3267000	2225400
933500	5759000	1797900
849100	3246200	1602100
898900	3471900	1615100
943200	4333100	8736100
1708100	5859900	2063600
2093200	6957900	1747000
940000	5265300	1860700
935200	6694500	1930400
900800	3930100	2360800
1013100	4089400	1730200
2041000	4103800	1707200
904800	3581700	1682200
1230700	3428600	1816700
896500	4385600	1877400
920300	3919900	3157100
939800	3712900	1805500
925800	5055700	1762300
1030800	3705200	2037300
1034600	3425500	1700900
897300	4737100	1663700
926000	3541000	3210700
950100	3469100	1859400
955700	3739300	1677100
932100	3705000	1699500
921100	3382400	1695800
935500	5005100	1692600
964700	3539800	1726400
930600	3734500	1717200
1071200	4199400	1799200
1975700	3513600	1733300
961100	3844900	2074100
996200	4932300	1838500
936500	4830600	4356000
1186400	3934500	2954200
994200	4068400	1764200
944900	4585700	1757700
946700	3732600	3162800
1112400	3995700	1881700
1116600	4177200	1858200
934300	4736700	1879600
912400	3956800	2277400
1014300	3554600	1791100
1083500	5496600	1758400
983000	3578900	2222300
1015100	3679800	1767200
946300	3914800	1927100
1020500	3743400	1800400
964400	3887800	1796800
996400	5044600	1788000
1116000	3765100	2679200
1007100	3621400	1802900
1326600	3893000	1793900
1032600	3750700	2387300
1145800	3978500	1805400
1121500	5149800	2180800
1048000	4900300	2128300
992400	4115000	2418800
992800	4470300	1820200
3410500	4479600	1825300
1069600	4860000	1955700
1143200	4362200	4466700
1272100	4037500	1917800
1075700	4184000	1978100
2894600	4968400	2070500
1017700	4652500	2233000
1151300	4661100	1867700
1060400	4435300	1846000
1083000	3905600	1857900
1273500	4536700	1885700
1025200	4030400	3138600
1057400	3652300	1865800
1254700	4278300	1891000
1171300	4213200	1912900
1222100	3907300	1874900
1233200	4103000	1987600
1037000	4326900	1886900
1047700	3988700	2064000
1053600	4027500	1924700
1089500	6117100	1897400
1056600	4176900	2188200
1026500	3980700	1925100
1070400	4137600	1906300
1068600	4191900	1929000
1268300	4157900	3096900
1030400	4242800	2320000
1614400	4171300	1958300
1198100	5856000	1972500
1085700	4010200	4396500
1398600	4402400	2132700
1797300	4543700	2021300
1230800	4485900	2201900
1371800	6325200	2524800
2166400	6865900	2891000
4106700	4454000	2156000
3796200	4420900	3394900
1643400	4859500	1995000
1530900	5478700	1978900
1126300	4656400	2610300
1097300	7089600	2483400
3764700	7960500	7418700
1597200	8928800	2578800
1296600	14415500	15183200
1297000	4690900	2268000
1606200	6366500	2855400
1167500	4651300	2527900
1550200	4327800	2057400
1175200	7010500	2113600
1200700	5596900	2078400
1103500	5554900	2449100
1224500	4477300	2300700
1188700	5227300	2064100
1110600	5071900	2179500
2587900	4374400	2050600
1121500	6253400	2060800
1113900	4872900	2182400
1127200	4502200	2838400
1287100	4665300	2053900
1224700	4621100	2103900
1164600	5217900	2081400
1124100	5322900	2068800
1144700	4309200	3615700
1143700	4274900	2214800
1155500	4360700	2082200
1126100	5193200	2101800
1101900	5333100	2182400
1158900	4045600	2326000
1154800	4669200	2090600
2324300	4403300	2125200
1132500	4602900	2098100
1122500	4447600	2455600
1181800	4655400	2203600
1098000	4742900	2108500
1361600	4605700	2168800
1196500	5345100	2146500
1544200	4495800	3182500
1190100	4434100	2101200
1194200	4472300	2374300
1818000	4579000	2147000
1621300	5123900	2173200
1178000	4780800	3139900
1166800	4349800	2371100
1168700	4636800	2165300
1571900	4370800	2260100
1165800	5230200	2167600
1264100	5196800	2322600
1191000	4435800	2527800
1190400	4499600	2182400
1380600	4647700	2179700
1213100	5133900	2402200
1242500	4530700	3508800
1287700	4509600	2498900
1206700	4800100	2199800
1343400	4650300	2217900
1194300	5360800	2228300
1207400	5420900	2212900
1234800	5092100	2477900
1221700	4581800	2264400
1218000	4900100	2221500
2350100	4408700	2320000
1229200	5000700	2248000
1195300	5296400	2257900
1251800	6587000	2438600
1312700	5010800	2783700
1187100	4530400	2446200
1331800	4711500	2280500
1568700	4820900	2258500
1250800	6218600	2798500
1195300	6385100	3024100
1275400	7095100	2287200
1279500	5357200	2328600
1649000	5576500	2405400
1712000	8308900	3541700
1291200	8702400	2328900
1273100	5988400	2703600
1279100	6769800	2423100
1442300	5133400	2317900
1357800	6272400	2338800
1315600	5043400	5481700
1251800	7249500	2592600
1471400	7079300	3193500
1282100	5544200	2529600
1434800	5833200	2590800
1468500	7728800	2344900
1339400	5997700	2616800
1268900	5495800	4277800
1408500	6878000	2654300
1284600	5120600	5247200
1490800	8039700	4216400
2964600	6886000	9134900
1996700	8488700	2960800
5877000	6696400	6643900
1324100	6150100	7401800
3479000	6199900	2429100
1700900	5119100	3011700
1417000	4832400	2388100
1305300	7230900	2541100
1807300	5707100	2431300
1448200	6932400	2533700
1336900	7240900	2670900
1717000	6480600	2506000
1934700	6856700	2965400
1494000	5326100	2556400
3360900	5548400	2739400
1334400	5535000	2435400
1978300	5663300	2596900
3543700	5612000	2594900
2629300	6301900	3603000
3268400	6909000	3052800
1714200	7544400	3237400
1780600	8889100	2766600
4206000	10032400	3992600
1632800	8655500	3368000
2201500	9447300	2986200
1380800	5600200	2867600
2422600	5418300	4625600
1489700	9148800	2795800
1476000	6957700	2814900
1425400	7758200	2839900
2070700	7984000	4716000
1580900	6557300	3760000
1581900	8494400	3128100
1549300	7253700	3154800
3181400	6053100	2749000
1534200	5280500	2574300
2122600	5096300	2548900
1427800	6422400	2540000
1454600	5778500	2541600
1402900	6305000	2656100
1389500	6222500	2545900
1432500	5696100	2567800
1807800	5676000	2561400
1439800	6695300	2608300
1424300	5813400	2566200
1377800	6808000	2663400
1413600	5516900	2724500
1470000	5724000	2721600
1408100	5503600	3484400
1552900	5909100	3804700
1497800	5939000	2665200
1384500	7309400	2932000
1575200	7257900	3088500
1515900	7668000	3150700
1612200	7834300	2995300
3622900	6391000	3112800
1682500	5920500	3801800
1740900	6419600	4962700
1638300	6840900	3301000
1494700	6852000	2968900
1594400	7150400	3003500
1442400	5988600	2744300
1976000	8375500	2802600
1812100	6964600	3382400
1554000	5912600	3747300
1568600	10037300	3606700
1623200	14697400	3182200
1565600	7954100	2753900
1602300	6846700	2727900
1688300	7325500	2812100
1640600	8612100	2820300
2128600	6432400	2836100
1646600	6798100	3074800
1573100	6867400	2994200
1600300	8879400	6983700
1644300	6350800	4657300
1621000	6952800	3053600
1620200	7204200	2855900
1594000	6720700	2864200
1641500	6688600	2737500
1556100	7877300	2922700
1593900	7602400	3456800
1825300	6156800	2874400
1536500	8817000	3196200
1955400	8075400	4375300
2088600	8754700	3964700
1849200	6359000	3988000
1705800	10168100	2850400
1587100	9965600	2856600
1723200	8777000	3252300
1646400	6655500	3046400
1810800	8071200	2963900
1537000	8362700	2840700
1607300	6606700	2948800
2275400	6318900	2842000
3046100	6293900	2834100
1546700	6229700	2924500
1569200	6391700	3610700
1645200	5966800	3977700
1622300	9525600	3115900
1537000	6056700	2897300
4570800	6830800	5556500
1654100	6829700	3313500
2301300	7879400	2893500
1595800	9078000	3342400
1816400	6254500	3279800
1763000	6582400	3228200
1788300	8061600	2976800
1784700	7284900	2862600
1599700	8980400	2968500
2187700	6248100	3121900
1897500	5920100	3121600
1673300	6184600	3266000
1651100	5966400	3813800
1594800	6366700	3321800
1603500	7500400	2915000
1603100	7345100	3238500
1576100	6891600	3744000
3632800	7535200	3471000
1722400	6448200	3580500
1606100	8422600	3130500
1629500	7694500	3022600
1612000	8853600	2987700
2328400	7189200	2970400
1675500	6129200	4404100
1856600	8296500	3087900
1695100	7188000	3108900
2139600	7596000	3263700
3024000	12782400	6920700
2018100	9118500	3138000
2437600	8950400	4335400
1768100	10978400	3108400
2483800	9220800	5739400
2721400	8304500	3466000
2817000	7776700	4454700
1720700	8137900	3200900
1688200	9552400	3143400
2915400	7304000	3182000
1812500	7112600	3779000
1875000	7553600	3117200
1707400	8533800	3108300
1818500	7532200	3089700
2219800	6730500	3097100
1870000	6363700	4366900
1991400	7665300	3711000
1907900	7037800	3172500
3259800	6530600	3300100
1857300	7037100	5767000
1694100	12769700	3188000
2429400	9693600	3462400
1713500	8726200	4806500
1767800	7151400	4396100
1740600	7106300	3623900
1824200	8192300	3295500
3808200	7260300	3982400
1694200	7481400	3503400
1802000	7894000	3241500
1762000	9092200	3290100
1852600	7582100	3923800
1789700	9308300	3153500
1738300	9851900	3739300
1664800	6929000	3963700
1734000	8072800	3446700
1857000	9057600	3557800
1796500	7134900	3614800
1795400	7063200	4803100
1872000	7611000	3170500
1711600	7877600	3184000
2171100	6671700	3246500
1862000	6874800	3522500
1803900	6718200	3544900
1795000	7260200	3181700
1730300	7222600	3183800
1735500	7453900	3191700
2269200	6728600	3207900
1823300	6826000	4862200
1744600	7097000	3219800
1748700	6979400	3314600
1723000	7569400	3226100
2096200	6755000	3355900
1752400	6814200	3961900
1795200	7403700	3244300
1769600	7205900	3399500
1838800	7442700	3371800
3299600	6758000	3280600
2125600	6845600	4525800
1720300	7339600	3276300
1691600	7119900	3327000
1954400	7914200	3292400
1749100	7019200	3631700
1890700	7269800	3800000
1932700	7662600	3295400
1885500	8624400	3294500
1906800	6620800	3550100
1889600	7510000	3270000
1844200	7301200	3494600
3302800	6885100	3672600
2107400	8513000	3453000
1956000	8292200	3797800
2256600	8729400	5301000
2045600	7250800	3529800
1991400	8627200	3604100
1904500	8164900	5698000
1992400	8497800	3481400
1981100	8467900	4713100
1931800	7800700	3740700
1972400	8191800	3771500
1995400	7490400	3852700
1923900	8662500	3583200
1841400	7841100	3709600
1950300	7119300	4433500
2105500	7698200	3565200
2021300	7677200	3579800
2533700	7401800	3522100
1938400	7839500	4000000
1999000	8649000	3814500
3619200	7555800	3884000
1902600	7950900	3456100
2054700	9108400	3796000
1994600	8161600	6310900
2651900	10185800	4446700
6826500	15010600	6148600
2170900	8713000	4061300
2062800	11220600	3644000
2325000	8616500	3561200
2095900	11224100	3706400
2048400	9581500	3601700
2080400	10861000	3868600
2773400	7376500	3634100
1990100	7642100	4825200
2116200	9031500	3939600
2040500	7871700	4056400
2533300	9774400	4043800
1973200	7461900	4677000
2009700	8177800	3630900
1952900	7772400	3605600
1974000	7541300	4021100
2177500	8639400	3610300
1938500	9115200	3546900
1944200	8272700	4374300
2021900	7982800	3631100
1948200	7472400	3589500
1977600	7166400	3919600
2026500	7872300	3673800
1955800	8140800	3719300
3221300	7685600	4004600
2042100	7799800	3586400
2041600	8374200	3633500
2230200	7485900	3595800
1898300	7387700	5128400
2102600	7826300	3630600
2334700	7468600	3716400
2124000	8416900	4050600
2170100	9174600	3732400
1982200	7927000	4196100
1997100	9511400	3680200
3118000	8087700	6343700
3057400	12997800	4995200
2546000	11912000	3661000
2541300	19553300	4740300
2010400	10494900	3687500
2221300	7746600	3844300
1999300	9156500	3844800
2235100	7763600	3784600
2041600	8182500	4391700
2021500	8319500	3830300
